"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,364,366a,402,403,404,404L,409,409A,411,412US,441,442,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-08T06:00:00.000-0700",0,0,0,0,0,0,0,0,0,4,9,0,0,3,2,7,14,13,6,3,5,6,8,1,7,0,2,0,0,1,1,1,3,4,0,0,3,1,1,4,11,5,3,1,4,5,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,5,1,0,0,0,0,0,0,2,0,0,1,0,0,21,23,8,7,1
"2019-08-08T07:00:00.000-0700",6,5,0,3,7,2,0,5,3,6,11,2,3,5,3,15,21,15,9,6,6,23,22,7,35,12,8,4,1,11,12,4,7,23,2,1,15,14,3,29,22,25,10,13,8,36,3,0,4,13,1,0,3,4,10,6,2,4,1,3,5,1,2,0,1,1,1,5,0,0,0,0,3,3,10,4,8,3,1,1,2,20,7,1,5,5,10,5,0,3,0,16,10,0,2,66,70,21,14,12
"2019-08-08T08:00:00.000-0700",16,6,0,16,12,4,3,12,7,3,15,1,3,4,4,18,18,13,5,8,6,33,52,9,74,23,23,10,17,18,24,12,26,38,3,4,25,13,3,36,34,33,15,23,10,56,4,2,1,14,8,5,9,3,10,10,3,3,0,5,8,1,8,0,0,1,0,8,0,0,0,2,5,9,7,5,12,5,2,1,5,37,17,3,10,12,20,10,0,6,0,22,10,0,7,209,138,52,31,8
"2019-08-08T09:00:00.000-0700",20,13,1,18,17,2,5,28,10,9,16,9,5,2,4,19,19,15,7,4,7,53,44,19,77,27,14,12,17,13,22,9,26,42,3,2,29,22,4,51,27,25,18,27,11,78,9,2,9,17,9,8,10,10,12,13,6,6,3,11,6,2,11,0,1,1,0,8,0,0,0,1,7,5,7,5,14,5,1,1,6,37,23,5,15,19,26,18,1,2,1,20,19,0,18,114,94,49,25,23
"2019-08-08T10:00:00.000-0700",26,16,0,30,16,6,4,20,6,8,28,8,7,5,6,22,28,26,13,6,8,74,41,27,90,30,18,16,12,20,32,8,31,45,3,5,34,34,8,79,48,26,23,28,16,79,6,1,5,9,9,6,5,4,21,12,3,6,4,3,6,1,5,0,3,1,0,8,0,2,2,1,4,5,15,2,17,5,0,4,12,41,20,6,24,14,29,10,2,5,2,25,12,1,12,94,107,53,15,19
"2019-08-08T11:00:00.000-0700",35,15,2,31,17,13,3,21,6,8,18,4,5,6,3,13,17,13,12,10,12,241,53,27,104,26,24,16,19,16,37,13,38,151,7,4,62,112,31,76,32,32,38,31,14,76,3,6,7,17,11,7,6,3,8,15,3,7,4,8,7,3,10,0,1,0,0,34,0,2,1,1,6,9,13,15,48,3,2,2,12,51,28,6,17,12,24,14,3,7,3,29,17,1,7,184,127,67,33,22
"2019-08-08T12:00:00.000-0700",48,20,0,32,16,8,3,18,9,7,19,8,10,1,1,16,19,13,13,6,5,346,90,64,161,58,33,22,28,48,71,32,88,210,21,9,108,186,62,124,63,82,75,74,20,161,6,2,4,29,11,13,9,5,13,20,5,6,4,8,4,5,13,0,3,3,1,97,1,0,0,1,19,25,18,43,133,4,6,7,10,65,27,5,18,17,28,11,3,8,3,36,19,0,14,313,169,75,39,50
"2019-08-08T13:00:00.000-0700",43,22,0,29,21,9,5,29,12,12,18,7,5,4,5,19,22,19,10,3,6,133,69,40,124,26,19,22,12,25,39,10,45,81,3,7,49,62,15,78,45,32,26,37,12,110,13,6,7,22,13,7,7,9,14,24,4,7,7,9,11,4,12,0,4,0,0,19,0,0,0,1,4,7,9,17,25,7,5,3,8,53,19,8,12,12,19,11,3,15,6,40,22,0,14,142,141,93,47,21
"2019-08-08T14:00:00.000-0700",35,23,1,29,22,4,1,16,7,9,29,6,6,6,2,19,22,20,14,15,12,88,47,20,94,20,18,13,15,18,33,8,37,59,7,2,35,41,11,60,37,26,23,22,10,66,6,5,2,17,9,7,9,9,17,10,6,8,4,11,3,3,4,0,0,3,0,8,0,1,0,2,8,6,14,13,17,7,3,2,10,47,26,5,14,10,16,7,1,6,4,29,16,0,11,111,111,60,26,16
"2019-08-08T15:00:00.000-0700",38,23,1,26,25,8,2,15,7,11,23,7,5,1,5,11,21,22,6,5,6,67,46,19,106,16,16,16,19,11,23,8,26,44,4,4,23,34,6,50,43,15,18,22,5,63,2,2,6,21,10,7,13,2,11,6,6,7,7,8,8,1,10,1,0,1,1,8,0,1,2,1,8,7,4,8,3,3,0,2,7,36,16,5,13,9,13,5,2,2,1,41,10,1,5,193,101,59,28,15
"2019-08-08T16:00:00.000-0700",32,20,1,20,19,7,2,10,4,4,10,5,3,0,1,10,12,10,5,9,9,36,35,9,65,9,10,9,6,4,10,3,20,24,3,1,13,21,4,46,25,8,11,11,2,48,6,1,0,14,5,5,11,3,6,8,2,2,0,1,5,1,8,0,0,0,0,6,1,1,0,2,2,5,6,6,3,2,0,0,6,32,12,6,8,8,14,4,1,1,0,27,6,0,4,104,119,55,38,13
"2019-08-08T17:00:00.000-0700",22,12,0,9,12,5,0,9,1,3,8,3,2,2,2,11,16,10,3,7,5,63,81,18,79,28,24,13,5,12,14,5,23,33,1,2,26,15,9,50,20,6,6,16,3,68,3,0,4,10,3,6,6,3,13,8,9,2,2,0,5,1,7,0,0,0,0,2,0,0,0,1,1,3,6,4,1,3,2,3,2,49,11,2,2,7,7,2,4,9,2,16,4,1,1,110,134,71,37,21
"2019-08-08T18:00:00.000-0700",10,2,0,0,3,1,0,1,2,4,3,3,1,0,2,6,3,4,1,4,3,13,19,0,27,3,2,7,2,5,7,3,7,9,0,0,5,3,2,12,6,1,2,0,4,12,4,0,2,17,1,0,3,3,8,1,3,1,1,0,5,0,2,0,0,0,0,1,0,0,0,4,1,3,2,3,2,0,1,0,0,10,1,0,1,1,1,2,0,2,0,9,10,0,0,54,42,30,17,2
"2019-08-08T19:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,1,1,4,16,1,8,2,1,0,0,1,2,4,7,2,0,0,0,1,0,8,3,0,0,0,2,10,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,8,1,0,0,2,3,0,1,6,2,1,0,1,1,47,21,26,12,0
"2019-08-08T20:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,3,1,2,2,1,6,0,6,3,5,1,0,1,1,1,4,1,0,0,1,0,0,5,2,2,0,0,1,5,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,2,0,0,0,0,0,21,21,12,8,2
"2019-08-08T21:00:00.000-0700",1,0,0,0,1,0,0,1,0,1,1,1,2,0,2,2,1,2,1,2,1,1,5,0,5,0,1,0,0,0,0,0,1,2,0,1,1,0,0,2,2,1,0,0,0,4,0,0,0,1,0,0,1,0,2,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,17,11,8,2,0
"2019-08-08T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,0,0,0,1,5,1,3,0,0,0,0,0,0,1,2,1,0,0,1,0,0,1,3,3,1,0,0,3,0,0,0,1,1,1,1,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,8,9,6,3,0
"2019-08-08T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,2,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,4,5,2,0
"2019-08-09T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,1,0
"2019-08-09T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-09T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2019-08-09T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2019-08-09T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"2019-08-09T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2,4,0,1,5,1,4,0,1,1,2,0,0,0,1,1,1,2,0,0,1,0,0,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,3,3,1
"2019-08-09T06:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,9,7,3,7,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,6,4,3,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,4,1,0
"2019-08-09T07:00:00.000-0700",5,3,0,4,8,1,0,10,0,5,11,2,2,0,1,15,21,11,7,6,10,17,23,3,41,8,11,3,4,7,8,3,9,18,2,2,15,7,1,29,26,25,10,11,9,37,0,0,2,10,2,1,0,0,5,5,2,0,1,0,14,1,2,0,0,0,0,3,0,0,0,2,2,2,7,0,5,5,1,4,1,18,7,0,7,4,5,5,1,2,0,11,7,0,4,43,114,20,11,6
"2019-08-09T08:00:00.000-0700",21,9,0,17,16,4,3,19,10,4,10,3,3,2,0,11,19,15,5,11,12,38,30,11,78,19,13,12,21,11,22,9,25,29,3,5,31,18,3,53,46,41,21,19,11,71,6,2,5,21,12,9,6,6,16,11,1,2,1,6,9,1,4,0,2,0,0,7,0,0,0,2,8,14,12,16,15,5,1,0,8,40,16,3,10,6,23,13,7,10,4,21,11,1,12,128,141,54,23,13
"2019-08-09T09:00:00.000-0700",21,14,1,24,17,3,4,20,8,7,16,4,4,4,1,18,25,20,9,17,16,45,46,11,111,31,24,15,19,15,25,9,25,49,3,5,30,19,8,60,45,31,20,16,7,80,5,3,7,24,13,12,14,6,12,9,3,6,2,8,2,3,7,0,1,1,0,4,0,1,0,3,4,20,10,16,15,3,3,0,3,52,10,2,10,5,15,11,13,18,5,33,21,0,14,113,109,59,24,28
"2019-08-09T10:00:00.000-0700",33,21,1,23,22,3,1,18,4,6,26,5,5,12,3,23,29,29,10,13,15,70,50,10,102,27,17,26,28,13,25,13,29,44,4,3,27,27,7,45,45,27,21,24,11,84,8,3,5,27,15,12,9,5,16,16,4,9,4,7,8,5,10,0,2,3,1,15,0,0,1,1,9,24,9,22,22,8,2,4,6,56,22,5,9,11,18,13,13,21,9,28,23,1,14,89,101,59,31,16
"2019-08-09T11:00:00.000-0700",35,24,2,27,23,7,1,22,10,8,17,12,6,9,5,19,20,18,11,11,11,122,66,26,111,47,25,23,18,24,37,11,44,66,7,5,41,52,17,63,33,23,20,20,9,105,9,3,8,24,15,11,14,8,17,12,6,8,4,6,9,4,15,1,2,3,2,15,0,1,2,2,10,17,14,11,30,6,1,5,10,52,23,8,14,6,24,15,12,14,2,37,16,0,17,115,121,87,37,31
"2019-08-09T12:00:00.000-0700",38,19,2,28,20,6,4,32,18,17,21,6,4,6,3,12,17,19,7,11,10,332,126,87,172,82,79,22,9,76,100,39,123,198,22,9,90,191,51,123,56,65,55,56,13,231,10,2,12,25,12,15,12,10,15,21,3,4,3,7,8,4,31,0,1,0,0,75,0,0,1,2,25,39,17,61,127,3,3,3,8,89,25,12,18,9,12,8,7,16,10,27,16,0,8,325,204,214,106,48
"2019-08-09T13:00:00.000-0700",42,24,3,27,19,5,4,34,9,12,19,9,9,8,5,18,21,20,9,9,10,140,54,50,139,39,24,13,5,34,45,15,48,66,6,5,48,68,21,90,37,36,31,40,9,106,5,4,9,23,14,16,10,7,12,12,6,7,2,6,13,2,12,1,0,1,0,8,0,2,3,2,6,9,10,9,26,4,4,3,7,65,21,9,16,8,13,4,11,9,4,25,21,0,7,120,146,63,37,24
"2019-08-09T14:00:00.000-0700",34,13,0,21,15,8,2,21,7,10,22,6,6,1,6,15,18,13,7,15,11,84,35,27,85,23,18,11,8,13,21,8,35,48,2,3,25,44,7,54,28,17,18,20,4,65,6,2,4,16,11,6,10,2,7,9,4,5,3,5,4,2,10,0,0,0,1,4,0,0,0,0,5,4,7,4,4,4,0,2,5,31,12,4,12,4,10,5,12,8,5,21,14,0,10,92,104,58,26,10
"2019-08-09T15:00:00.000-0700",38,18,0,19,16,6,5,22,9,12,22,7,5,1,3,10,12,7,4,4,3,64,52,29,104,21,16,13,13,26,27,6,34,54,7,3,27,38,9,46,30,23,13,18,2,68,6,2,3,17,9,11,12,8,14,14,6,9,4,13,12,0,8,0,1,0,0,4,0,0,0,0,3,2,12,5,1,1,0,1,3,50,17,5,12,12,10,8,12,6,5,18,17,0,9,137,115,47,20,15
"2019-08-09T16:00:00.000-0700",23,22,0,17,16,6,1,16,4,3,11,7,6,0,1,10,9,9,3,1,4,63,66,25,104,31,25,11,6,33,41,7,48,60,2,3,24,32,8,59,21,11,13,22,3,85,5,2,4,17,13,11,10,4,11,14,2,5,1,9,9,2,12,0,0,0,0,5,0,0,1,0,2,3,8,4,1,0,1,1,8,37,19,5,10,9,14,6,14,9,4,22,12,1,4,139,130,80,38,25
"2019-08-09T17:00:00.000-0700",24,14,2,6,11,3,2,8,1,4,7,3,1,0,1,6,7,7,0,3,3,30,39,11,75,16,12,12,1,12,15,2,17,27,1,0,7,14,4,42,10,7,4,9,3,52,6,0,2,10,11,8,1,4,11,13,1,4,0,3,8,0,0,0,0,2,1,1,0,1,1,0,2,2,14,5,1,1,0,1,4,21,14,1,10,2,6,4,9,7,6,18,8,1,0,86,120,43,18,13
"2019-08-09T18:00:00.000-0700",8,2,0,2,6,1,0,0,0,1,1,0,2,0,0,2,2,3,1,1,2,16,25,5,29,8,2,6,2,4,2,0,5,10,0,0,5,4,0,16,6,2,3,6,3,20,2,0,2,11,1,3,1,1,5,6,2,3,1,1,6,0,3,0,0,1,1,1,1,0,0,0,2,2,2,0,0,1,0,1,4,13,6,0,3,0,1,1,5,3,1,13,3,1,0,48,51,29,12,7
"2019-08-09T19:00:00.000-0700",1,1,0,1,1,0,1,1,0,2,1,1,1,0,1,2,1,1,0,1,1,2,11,1,10,3,5,1,1,1,2,1,5,3,0,0,4,2,0,6,2,1,0,0,1,14,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,1,0,0,4,1,1,0,0,0,36,21,18,10,7
"2019-08-09T20:00:00.000-0700",0,0,0,0,0,0,0,2,0,2,2,2,1,1,1,4,2,2,0,0,0,3,4,1,6,0,4,1,1,2,2,1,5,4,0,1,4,3,0,6,3,1,2,5,1,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,0,0,0,22,16,9,6,1
"2019-08-09T21:00:00.000-0700",0,0,0,0,0,0,0,0,0,2,1,2,2,1,1,3,2,2,0,2,2,2,6,1,3,1,2,0,0,0,1,0,1,2,0,0,1,1,1,4,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,7,9,4,4,1
"2019-08-09T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,5,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,12,9,7,3,0
"2019-08-09T23:00:00.000-0700",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,6,0,3,1,0
"2019-08-10T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0
"2019-08-10T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2019-08-10T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2019-08-10T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-10T04:00:00.000-0700",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2019-08-10T05:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,0
"2019-08-10T06:00:00.000-0700",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,7,4,3,0
"2019-08-10T07:00:00.000-0700",1,1,0,0,0,0,0,0,0,3,3,0,1,1,1,3,8,4,1,2,1,2,5,0,7,1,0,0,0,1,0,1,3,2,0,0,1,0,0,4,4,4,3,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,2,0,0,0,13,31,10,6,2
"2019-08-10T08:00:00.000-0700",3,3,0,0,0,0,0,0,0,2,5,0,0,1,2,3,8,6,2,2,4,7,6,1,20,4,3,3,0,0,2,1,7,4,0,0,4,5,0,11,6,13,7,3,1,8,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,2,1,1,0,1,1,0,0,0,9,2,0,0,14,19,10,4,4
"2019-08-10T09:00:00.000-0700",5,2,0,4,5,1,0,1,0,1,3,0,0,0,1,4,5,2,1,1,1,6,8,0,34,0,3,2,0,1,3,1,6,6,0,0,6,1,1,9,2,6,2,2,1,8,0,0,2,14,0,1,0,0,2,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,1,1,1,3,0,1,0,12,10,0,0,11,36,13,8,2
"2019-08-10T10:00:00.000-0700",9,4,2,7,9,0,0,0,0,1,1,0,0,0,1,3,9,8,3,4,4,12,8,1,44,4,5,12,5,3,4,0,4,5,0,0,5,2,1,18,10,10,4,8,3,13,0,0,0,3,5,1,0,0,2,7,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,2,1,2,0,0,1,0,1,2,7,1,0,1,1,1,3,0,0,0,13,1,0,1,17,34,2,2,4
"2019-08-10T11:00:00.000-0700",7,1,1,5,3,1,0,0,0,2,3,0,0,3,2,2,6,6,4,2,2,15,12,4,37,5,5,10,5,5,7,3,6,8,0,0,4,7,3,15,3,7,2,6,1,16,0,0,1,0,4,4,0,1,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,6,1,0,1,0,2,0,0,0,0,10,0,0,2,22,32,14,4,4
"2019-08-10T12:00:00.000-0700",15,9,1,7,8,1,1,3,0,1,5,2,1,1,2,8,7,4,3,1,1,17,6,4,30,2,1,14,7,4,4,2,6,9,1,0,10,6,2,17,5,9,4,5,1,11,1,0,0,4,3,4,0,1,4,7,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,4,0,0,2,0,0,3,0,0,1,15,1,0,1,10,22,4,5,2
"2019-08-10T13:00:00.000-0700",12,8,1,8,7,0,0,1,0,4,4,0,1,1,5,4,7,5,2,4,4,13,2,6,31,1,1,8,4,1,0,0,0,2,0,0,7,5,4,18,7,9,3,4,1,10,0,0,1,5,1,4,1,2,2,3,0,1,1,1,2,2,0,0,0,0,0,2,1,1,1,0,1,3,0,2,0,1,0,1,1,0,1,0,2,0,1,0,0,1,0,12,2,0,2,13,30,2,1,3
"2019-08-10T14:00:00.000-0700",11,4,0,8,6,0,0,4,2,4,3,1,1,1,5,3,6,6,0,1,4,18,5,5,32,5,4,8,3,3,2,1,3,7,0,0,7,4,2,22,5,8,5,7,3,10,2,0,1,0,3,3,2,2,1,5,1,3,2,2,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,3,2,1,0,1,1,3,2,2,1,0,0,0,2,2,1,9,3,2,1,11,24,6,1,3
"2019-08-10T15:00:00.000-0700",14,7,0,7,4,1,0,0,0,1,1,0,1,1,0,6,4,4,1,0,0,12,6,3,39,3,2,12,2,2,1,1,2,6,0,0,4,1,1,18,4,3,0,4,1,6,0,1,1,4,0,4,1,0,4,6,1,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,0,1,0,4,0,0,0,1,1,1,2,2,1,13,3,0,2,13,33,6,4,3
"2019-08-10T16:00:00.000-0700",5,3,0,2,2,0,1,1,2,1,2,3,2,0,0,5,4,4,1,3,3,9,5,1,18,3,0,7,1,0,1,1,2,3,0,0,6,2,1,12,1,5,2,3,2,11,0,0,1,7,1,1,0,0,6,3,0,0,1,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,2,0,4,0,1,1,1,0,1,0,1,0,9,4,0,1,11,25,6,3,0
"2019-08-10T17:00:00.000-0700",0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,1,2,0,2,2,4,5,1,6,2,0,0,1,1,3,1,4,4,0,0,4,2,0,8,1,2,2,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,0,1,1,0,0,1,1,1,1,0,0,1,19,21,8,5,3
"2019-08-10T18:00:00.000-0700",1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,3,3,2,1,0,0,1,8,0,3,3,3,1,1,0,0,1,1,1,0,0,3,0,0,6,0,1,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,3,1,0,1,0,1,1,3,2,0,1,0,1,1,20,17,13,7,2
"2019-08-10T19:00:00.000-0700",1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,1,1,1,1,1,7,0,2,1,4,1,0,0,1,0,3,1,0,0,1,0,0,5,2,1,1,1,1,8,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,0,2,0,0,0,1,1,1,1,1,0,0,21,19,12,9,2
