"_time",102,108,109,110,112,114,140,141A,142B,143,149B,150,150A,151,155D,158,164,164A,166,168,168A,200E,200SW,200WE,202,203,205,206,214,242,246,250,250B,250C,253,255,257,258,260,261A,268,270,274,278,300,300SE,302,302A,303,304,304B,304D,304J,305,306,308,319,321,323,325,325M,341,342,345,"345?",345A,345B,345C,345D,345N,345S,346,348,350,351,352,354,360,364,366a,402,403,404,404L,409,409A,411,412US,441,442,452,C200WW,C300WW,C400NE,C400WW,MallStage,ODNorth,ODSE,ODSW,P100W
"2019-08-13T10:00:00.000-0700",33,23,3,33,24,7,3,24,8,7,28,6,9,16,3,22,39,37,17,15,24,84,65,26,153,54,24,10,33,28,28,28,36,65,1,3,41,34,13,116,54,40,22,27,18,150,11,6,8,42,40,8,16,8,25,28,11,12,4,13,12,3,13,1,3,2,5,27,10,2,2,3,17,31,22,29,25,17,3,3,8,48,21,8,11,12,29,11,12,11,5,25,32,2,4,130,232,127,72,39
"2019-08-13T11:00:00.000-0700",37,27,2,32,25,15,2,23,12,11,24,11,5,13,5,25,39,34,19,8,17,167,138,58,191,94,49,9,36,53,54,41,52,103,7,4,69,82,20,170,61,43,31,36,17,245,8,7,13,26,22,15,14,9,15,26,6,6,2,11,11,5,17,3,4,12,11,39,30,3,3,2,18,35,35,33,55,16,2,7,14,102,34,8,19,21,43,18,29,12,7,24,29,1,16,139,272,166,46,72
"2019-08-13T12:00:00.000-0700",59,29,0,37,24,16,4,32,14,11,27,15,10,15,4,25,34,23,13,11,15,322,103,87,227,81,36,9,20,74,99,58,89,143,18,5,115,174,44,192,98,69,78,75,12,222,11,7,15,32,33,14,12,9,19,38,4,5,5,12,7,3,38,1,7,6,17,36,28,2,2,5,28,60,38,48,94,14,4,9,14,82,43,10,23,15,24,8,14,15,10,33,28,5,9,163,402,138,49,57
"2019-08-13T13:00:00.000-0700",43,25,2,35,19,7,3,25,10,10,19,8,6,7,12,14,28,20,8,23,15,172,76,44,128,54,32,10,11,42,50,31,50,76,6,7,72,78,28,104,61,45,43,47,16,136,11,7,9,30,22,13,8,8,19,29,4,10,6,11,9,5,24,1,7,7,5,17,21,2,3,2,19,33,26,29,49,16,4,3,12,55,32,6,18,14,23,14,15,12,4,31,22,2,8,138,175,79,33,33
"2019-08-13T14:00:00.000-0700",35,20,2,29,19,11,4,33,13,19,23,9,13,9,12,22,36,29,14,21,16,123,59,37,129,45,21,9,7,36,51,39,43,91,5,3,41,61,13,88,50,37,23,27,12,143,17,7,9,22,16,10,13,15,13,16,8,13,6,13,6,6,33,1,6,3,1,13,30,2,3,2,24,46,13,28,18,10,0,1,10,57,23,3,14,7,20,12,13,9,6,29,20,2,9,125,130,50,29,35
"2019-08-13T15:00:00.000-0700",36,21,1,27,26,16,9,29,11,15,26,12,8,3,6,22,22,19,5,10,11,76,72,31,126,33,16,20,21,28,31,31,32,61,5,4,38,31,13,81,43,25,11,34,3,110,12,4,9,19,17,11,10,20,13,24,4,8,4,12,8,4,11,3,11,4,2,17,23,5,3,0,25,38,20,19,9,6,0,0,9,66,28,6,10,10,31,17,15,8,6,35,16,2,23,109,152,62,33,30
"2019-08-13T16:00:00.000-0700",36,16,2,14,8,9,4,22,11,8,12,4,4,1,1,10,10,8,4,4,7,55,67,23,118,28,12,11,5,27,23,19,24,39,3,2,17,21,4,83,20,12,10,17,1,106,6,0,7,21,15,11,8,8,15,20,9,9,2,9,12,3,8,2,5,3,1,22,10,2,1,1,24,40,23,31,7,3,0,3,11,59,25,4,12,7,27,13,13,16,11,29,19,3,10,102,192,50,28,33
"2019-08-13T17:00:00.000-0700",23,16,0,9,6,2,2,9,1,5,10,5,4,1,0,10,17,6,2,4,5,50,54,15,79,15,11,4,3,15,11,12,14,22,0,2,17,17,14,63,19,12,7,12,4,79,5,0,3,8,12,9,4,8,8,16,2,5,0,3,9,2,4,4,6,0,0,11,7,4,0,1,12,10,18,12,3,4,1,3,8,38,12,2,15,3,8,3,9,9,6,16,4,3,2,114,177,55,27,21
"2019-08-13T18:00:00.000-0700",11,4,0,6,5,4,0,1,0,6,6,0,0,0,0,3,7,5,2,1,2,17,18,5,35,7,2,9,3,8,6,4,10,9,0,0,8,5,2,31,11,9,6,9,2,26,2,0,1,3,6,2,1,3,0,3,3,1,1,1,1,1,4,3,3,0,0,7,4,4,0,0,2,5,9,6,2,5,0,0,1,11,0,2,3,0,1,0,1,4,2,4,1,2,0,60,72,35,19,5
"2019-08-13T19:00:00.000-0700",4,1,0,2,3,1,1,2,0,14,2,1,1,0,1,1,2,2,0,3,2,7,27,4,20,8,6,4,3,9,6,2,8,11,0,0,6,3,0,15,3,2,2,3,2,20,3,0,3,9,2,0,2,6,4,3,0,3,1,6,5,0,0,0,1,1,0,4,3,0,0,0,1,5,6,3,2,3,0,1,0,11,0,0,0,0,1,1,1,7,2,8,4,0,0,64,47,21,16,10
"2019-08-13T20:00:00.000-0700",0,0,0,0,0,0,1,1,1,16,4,1,2,0,1,2,4,4,1,2,2,5,7,2,9,0,3,0,0,4,6,3,3,4,0,0,1,0,1,6,4,0,1,0,1,14,0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,1,2,1,1,1,1,5,4,4,0,1,0,0,3,1,3,4,1,0,0,5,0,1,0,0,0,0,1,4,0,1,0,2,0,35,26,12,10,1
"2019-08-13T21:00:00.000-0700",1,1,0,0,1,0,1,1,2,5,6,1,2,1,5,2,5,6,0,3,4,4,7,2,4,4,6,1,0,6,3,2,2,4,0,0,0,1,0,5,3,2,0,1,3,8,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,3,2,1,1,0,1,0,29,15,11,10,1
"2019-08-13T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,2,3,1,1,1,2,5,1,4,0,2,0,0,1,0,1,0,0,0,0,2,0,0,3,3,3,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,15,11,8,3,0
"2019-08-13T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,8,1,5,4,0
"2019-08-14T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0
"2019-08-14T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2019-08-14T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2019-08-14T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0
"2019-08-14T04:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1
"2019-08-14T05:00:00.000-0700",0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,4,3,6,3,3,7,0,5,0,1,2,0,0,0,1,1,1,2,1,0,0,1,0,0,0,4,1,2,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,6,10,7,3,1
"2019-08-14T06:00:00.000-0700",0,0,0,0,0,0,6,6,5,13,6,2,1,7,0,7,14,10,6,3,8,10,23,10,6,8,9,1,0,7,8,6,4,4,0,0,1,1,0,8,15,8,3,0,6,17,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2,1,4,1,1,1,4,2,5,0,0,1,1,5,2,4,7,1,0,0,11,0,0,0,0,0,0,1,4,0,1,1,0,0,25,26,18,9,5
"2019-08-14T07:00:00.000-0700",8,6,0,6,5,4,14,34,23,60,19,12,5,8,3,18,23,20,8,3,13,39,56,31,48,28,16,6,10,14,23,15,11,33,1,3,18,11,3,54,36,25,19,18,6,78,5,0,7,17,12,1,5,6,9,2,1,1,1,3,14,3,6,6,3,1,6,9,2,11,0,0,4,4,22,3,8,8,1,4,4,31,9,2,5,9,11,8,2,2,1,21,16,2,4,98,167,56,18,22
"2019-08-14T08:00:00.000-0700",22,15,0,17,13,5,11,55,25,64,31,13,9,7,4,15,28,26,8,6,14,64,76,23,122,37,14,4,20,22,40,19,36,49,10,30,23,25,6,57,57,42,17,18,13,111,5,3,2,15,32,9,9,9,13,14,8,4,2,9,12,5,13,20,0,8,6,16,6,113,2,1,6,4,110,11,23,12,3,3,11,36,17,7,12,6,18,5,8,5,2,18,16,6,8,125,222,60,25,26
"2019-08-14T09:00:00.000-0700",28,21,1,26,15,10,5,34,15,21,28,11,9,18,3,24,30,29,9,13,23,91,58,32,131,31,23,7,30,24,58,30,42,58,5,44,39,40,11,81,66,46,36,24,8,130,8,5,14,26,16,8,9,12,21,22,2,7,2,12,8,3,15,19,8,8,19,26,19,107,10,9,16,7,66,7,23,17,6,3,9,47,29,10,21,11,20,7,19,10,6,26,12,6,14,146,151,57,31,34
"2019-08-14T10:00:00.000-0700",40,23,0,29,25,15,3,32,15,13,32,10,6,16,1,35,43,33,15,13,26,108,80,29,146,49,21,11,12,28,44,19,41,70,5,12,43,41,7,84,82,45,27,20,19,129,13,8,14,25,26,9,10,14,14,18,5,6,5,10,12,7,11,13,14,6,18,61,16,82,7,11,20,11,110,15,38,30,7,5,10,75,38,6,16,19,20,10,20,14,18,29,29,15,12,140,142,57,31,28
"2019-08-14T11:00:00.000-0700",46,26,1,25,26,13,4,36,14,8,24,6,8,13,3,31,38,27,12,13,22,202,74,50,135,40,34,18,21,27,56,35,52,109,7,13,57,88,36,89,66,38,40,29,11,170,10,7,10,27,21,14,12,13,20,15,8,7,4,11,12,16,39,3,6,8,36,58,13,42,5,10,21,20,94,26,52,25,6,11,13,87,39,5,24,16,22,13,16,17,11,36,20,10,10,164,173,79,48,26
"2019-08-14T12:00:00.000-0700",46,25,2,28,26,15,11,39,21,13,20,13,7,11,1,19,29,18,6,14,13,451,154,101,253,81,49,11,14,69,99,78,133,235,29,12,149,257,79,206,87,94,106,92,14,262,13,10,23,21,35,14,14,23,19,38,6,13,5,8,13,8,40,6,9,6,20,70,15,11,7,7,28,28,66,51,105,13,10,2,17,133,52,9,24,16,34,11,31,39,28,28,24,0,14,302,358,167,82,66
"2019-08-14T13:00:00.000-0700",51,27,1,27,24,10,9,28,19,15,23,6,10,5,2,20,26,21,5,9,20,209,95,54,202,59,26,15,11,38,63,37,57,107,9,9,77,85,20,125,58,44,40,47,19,183,9,6,15,28,33,15,14,14,23,24,12,13,8,16,13,4,31,3,2,2,3,35,8,4,4,4,24,32,32,35,52,13,4,2,16,97,49,8,28,16,29,11,24,34,23,38,24,1,9,155,234,81,43,43
"2019-08-14T14:00:00.000-0700",51,24,0,30,26,7,11,28,22,15,26,9,10,5,4,24,29,26,7,9,16,104,77,43,160,49,21,18,32,22,51,37,54,78,8,8,36,49,6,100,49,38,24,37,15,133,9,2,8,30,25,15,10,15,20,24,8,10,4,14,12,4,32,4,5,6,3,21,8,7,5,2,14,13,31,16,21,14,8,5,9,85,67,7,25,10,26,8,28,28,25,38,24,1,10,135,152,47,28,41
"2019-08-14T15:00:00.000-0700",31,16,2,20,21,12,20,50,73,29,29,15,14,2,6,19,30,23,3,15,12,94,82,53,168,51,35,9,35,31,63,34,52,79,1,4,42,44,11,133,43,22,16,28,3,169,13,5,15,19,25,10,13,13,20,27,10,8,3,10,16,8,11,1,13,1,1,11,1,3,3,2,19,9,18,12,9,6,1,1,19,85,38,6,23,14,20,13,18,21,12,41,28,0,11,151,208,73,50,46
"2019-08-14T16:00:00.000-0700",43,21,2,26,12,9,7,22,35,13,14,7,8,2,4,17,17,18,2,8,7,78,82,30,139,38,29,14,28,20,34,16,32,48,4,4,38,43,12,95,33,18,13,23,4,120,7,2,11,21,29,13,6,8,13,19,5,3,4,5,14,3,8,5,10,1,1,8,3,1,6,4,4,6,15,10,5,3,0,1,12,71,28,5,10,13,18,4,16,10,6,27,17,1,6,121,212,68,38,34
"2019-08-14T17:00:00.000-0700",21,13,2,9,10,3,4,8,7,8,7,2,2,0,1,10,15,8,3,3,7,61,39,17,129,29,11,6,9,19,28,7,19,35,1,1,15,27,21,68,30,7,7,13,1,97,4,0,5,16,10,13,5,9,6,16,9,4,4,2,7,4,13,0,0,0,1,4,0,0,0,1,4,4,10,5,6,1,0,0,5,39,18,5,7,6,10,5,13,11,8,21,10,0,2,124,214,55,32,20
"2019-08-14T18:00:00.000-0700",22,10,0,5,8,7,0,0,0,2,2,0,0,0,2,3,8,6,3,5,7,11,27,4,46,12,8,14,4,4,5,3,8,8,0,0,7,6,1,20,8,4,3,3,1,33,2,0,0,10,6,7,0,2,6,7,3,2,2,4,3,0,3,0,0,1,0,2,2,3,1,0,2,0,4,2,0,1,0,0,2,13,1,0,2,0,2,1,3,1,3,10,6,0,1,67,63,29,15,10
"2019-08-14T19:00:00.000-0700",9,2,0,2,4,5,1,0,0,0,0,0,0,0,0,2,2,3,0,3,3,8,17,2,40,12,11,4,3,11,8,5,12,12,0,0,1,2,0,18,7,1,3,0,0,37,6,0,3,16,6,3,2,3,7,3,1,4,1,2,9,1,0,0,0,1,1,2,1,3,1,0,1,1,3,3,2,1,0,0,0,13,2,1,4,0,0,0,4,5,2,13,6,1,2,47,63,38,20,6
"2019-08-14T20:00:00.000-0700",0,0,0,0,0,0,1,1,2,2,2,0,0,0,3,1,3,2,0,1,1,6,21,2,7,6,11,1,0,4,3,2,3,3,0,0,0,1,0,4,5,1,0,0,0,16,0,0,1,1,0,0,0,3,1,1,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,12,0,0,1,0,1,0,0,1,1,1,1,0,0,40,28,25,14,4
"2019-08-14T21:00:00.000-0700",0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,1,0,1,19,1,9,6,8,1,0,0,0,2,3,5,0,0,0,0,0,5,1,0,0,0,0,11,0,0,0,1,1,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,9,0,0,1,0,1,0,0,0,0,1,1,0,0,27,24,24,12,1
"2019-08-14T22:00:00.000-0700",0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,18,0,14,5,5,0,0,2,0,0,0,0,0,0,0,0,1,4,2,1,0,0,2,12,0,0,2,0,1,0,0,2,0,1,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,1,0,0,0,0,0,0,14,37,27,19,1
"2019-08-14T23:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,6,4,14,10,2
"2019-08-15T00:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0
"2019-08-15T01:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"2019-08-15T02:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"2019-08-15T03:00:00.000-0700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1
"2019-08-15T04:00:00.000-0700",0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,3,2,2,1,2,2,2,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"2019-08-15T05:00:00.000-0700",0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,3,3,2,2,5,2,5,0,1,1,0,1,1,1,2,1,1,2,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,9,7,4,2,0
"2019-08-15T06:00:00.000-0700",1,1,1,1,0,1,0,2,1,0,5,2,1,5,1,9,13,9,5,5,6,8,10,1,10,6,0,1,0,2,2,1,2,1,0,1,1,0,1,10,15,9,6,3,6,9,1,1,0,0,0,1,1,0,0,1,1,1,1,2,0,0,0,0,1,1,0,2,2,4,1,0,0,1,5,1,3,4,0,0,0,3,1,0,0,0,1,0,1,1,0,1,1,0,0,19,37,5,4,4
"2019-08-15T07:00:00.000-0700",10,5,0,8,8,3,1,9,6,6,11,3,3,6,1,14,26,13,8,5,10,28,31,7,41,23,9,7,17,11,18,9,16,30,3,2,16,8,1,43,44,30,16,15,8,58,3,1,5,17,5,3,4,8,14,7,3,2,2,1,18,8,5,9,22,5,3,7,13,25,12,3,18,17,47,14,13,6,4,5,5,23,10,0,7,3,9,6,8,3,1,23,12,4,5,63,141,22,18,28
"2019-08-15T08:00:00.000-0700",17,17,1,13,11,4,1,11,4,10,17,5,3,9,2,15,27,18,8,8,15,51,70,12,111,46,24,8,23,13,21,11,24,36,4,2,33,19,3,81,48,41,22,20,10,89,3,3,9,13,23,6,10,7,22,12,5,5,4,10,8,4,13,12,3,5,2,7,8,49,2,3,16,32,68,31,19,10,4,7,6,33,10,1,9,5,15,7,9,2,0,11,20,4,9,126,204,49,24,35
"2019-08-15T09:00:00.000-0700",32,16,3,26,13,3,1,20,11,14,27,8,6,11,6,22,33,26,11,11,14,69,69,24,126,60,14,12,16,24,32,23,21,56,4,4,48,31,4,77,41,45,19,30,7,87,11,7,8,24,16,8,11,7,16,10,6,7,1,13,9,8,5,16,5,2,3,7,9,52,3,2,11,28,39,20,14,8,1,3,9,53,27,8,15,16,25,3,14,4,1,26,15,2,7,91,163,51,29,66
"2019-08-15T10:00:00.000-0700",51,26,5,39,23,19,1,17,6,8,28,9,11,16,6,32,41,33,15,15,22,79,70,39,115,50,16,18,29,26,48,24,47,60,10,4,41,35,4,72,48,42,24,27,17,110,18,10,10,31,25,10,11,16,20,12,6,11,7,24,17,4,11,18,7,1,2,12,10,52,6,2,12,23,45,24,28,15,2,1,12,49,25,5,23,13,25,7,21,10,3,36,27,2,8,104,126,57,25,58
"2019-08-15T11:00:00.000-0700",50,36,4,49,29,26,3,27,13,15,37,4,6,17,4,19,36,28,11,14,21,149,85,43,115,52,15,17,6,32,57,33,45,66,4,5,39,76,21,86,37,41,27,32,8,95,6,11,11,21,16,14,9,11,19,15,4,6,8,30,12,8,10,34,25,5,2,13,9,55,51,1,14,35,40,24,41,10,4,7,14,67,24,8,21,15,28,9,32,11,4,28,18,0,9,112,144,82,47,50
"2019-08-15T12:00:00.000-0700",57,33,5,44,25,22,7,49,16,34,36,17,10,8,7,23,29,18,9,7,11,267,124,61,190,96,29,21,28,48,88,55,96,130,17,5,91,134,37,130,66,63,62,79,10,179,15,11,14,40,30,11,17,25,22,29,7,15,7,21,12,8,15,25,17,5,3,37,3,53,42,2,28,41,63,52,101,10,6,6,18,97,33,7,32,19,31,18,28,11,8,35,30,0,11,158,246,111,47,83
"2019-08-15T13:00:00.000-0700",66,35,2,47,28,32,4,30,14,27,22,8,14,2,1,25,31,23,9,9,14,180,102,40,159,71,27,23,7,35,65,33,59,102,5,4,76,78,18,132,57,52,35,39,9,146,12,11,10,36,25,18,11,9,27,19,7,10,8,15,12,5,15,27,8,7,4,27,13,56,25,2,20,33,50,35,48,13,6,4,14,88,41,9,25,23,52,21,20,11,10,36,28,2,11,133,202,76,54,78
"2019-08-15T14:00:00.000-0700",54,23,2,41,32,23,2,34,15,27,30,15,17,6,3,18,28,20,9,9,13,131,78,38,153,49,13,20,13,25,64,40,52,96,4,5,49,57,21,89,53,28,25,33,10,108,21,12,14,33,20,8,15,19,24,13,5,13,4,25,20,8,9,27,10,1,2,18,37,53,29,7,18,35,39,27,17,15,1,5,8,60,28,6,21,16,44,11,13,9,5,31,31,2,11,111,154,67,36,57
"2019-08-15T15:00:00.000-0700",53,25,3,30,29,25,5,31,13,20,27,19,18,0,4,19,22,14,7,4,7,92,77,41,167,43,21,23,46,27,53,23,49,86,4,2,34,50,13,96,33,22,13,26,5,118,6,6,11,23,28,8,16,17,19,25,9,9,7,24,13,5,9,25,26,6,3,9,39,46,23,2,28,45,39,37,15,7,2,3,7,69,36,5,17,18,37,9,37,18,7,32,22,4,10,88,192,62,33,63
"2019-08-15T16:00:00.000-0700",39,22,1,16,21,19,0,10,4,14,16,6,6,0,0,11,17,14,4,3,11,57,69,23,132,57,16,21,7,26,36,18,41,59,4,3,23,29,5,101,31,12,14,26,7,106,12,4,6,26,19,11,11,12,21,26,8,9,5,19,22,3,11,32,14,4,3,11,12,71,40,2,18,27,58,21,6,7,4,3,10,59,25,3,17,14,19,5,36,9,9,27,22,2,5,104,182,59,30,63
"2019-08-15T17:00:00.000-0700",23,13,0,13,13,4,0,3,0,3,8,6,4,0,1,6,12,9,1,2,6,42,62,18,106,34,10,15,6,17,21,16,21,33,2,1,18,17,6,76,21,4,10,14,4,67,5,1,1,16,17,4,4,5,9,14,3,1,2,10,11,0,9,15,12,0,0,4,3,31,6,0,3,8,29,1,1,4,1,1,9,38,6,2,14,5,8,5,18,11,4,21,10,1,2,124,217,68,30,29
"2019-08-15T18:00:00.000-0700",11,5,1,5,9,2,1,1,0,0,4,0,1,0,1,2,4,4,1,5,6,11,21,3,50,14,6,13,6,3,7,9,8,10,0,1,3,3,3,22,13,2,3,6,3,21,7,0,1,11,5,3,1,4,6,9,3,3,4,11,6,2,5,1,2,1,0,3,0,3,2,0,2,2,6,0,3,0,1,0,1,21,1,0,1,1,0,2,4,1,0,13,4,1,1,57,80,29,22,5
"2019-08-15T19:00:00.000-0700",7,2,0,3,5,2,0,2,0,0,1,1,2,1,0,2,4,6,0,2,5,5,16,2,22,8,2,7,2,3,5,6,8,5,0,0,2,1,0,10,8,2,3,3,2,15,8,0,2,14,0,0,2,4,4,4,0,4,2,16,9,1,2,2,1,0,0,1,2,2,3,0,0,1,4,0,0,1,2,0,0,7,0,0,0,0,0,2,4,4,3,8,8,1,1,47,62,21,17,5
"2019-08-15T20:00:00.000-0700",2,2,0,2,1,2,0,1,1,2,2,1,1,0,1,1,3,1,0,4,2,6,19,0,11,3,5,1,0,1,4,4,7,8,0,0,0,2,0,9,4,2,2,2,3,10,8,0,0,1,1,0,2,5,3,3,1,2,4,11,2,1,4,2,0,0,0,3,2,2,2,0,2,2,5,1,4,2,0,0,0,8,0,0,1,0,2,1,2,1,0,3,5,2,1,48,41,17,13,2
"2019-08-15T21:00:00.000-0700",1,0,0,1,1,1,0,2,1,1,1,0,0,0,3,1,4,3,2,1,0,4,6,0,4,1,3,1,1,0,0,1,2,1,0,0,1,1,0,3,2,0,1,0,2,7,1,0,1,2,0,0,0,2,1,2,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,1,0,1,2,0,0,25,19,13,8,2
"2019-08-15T22:00:00.000-0700",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,2,6,0,3,4,3,1,1,0,0,1,2,0,0,0,0,1,0,0,1,1,1,0,0,4,1,0,0,2,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,14,9,9,7,2
"2019-08-15T23:00:00.000-0700",2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,7,4,3,1,1
